0 0.0571782
1 0.129969
2 0.187081
3 0.244263
4 0.316242
5 0.374485
6 0.441786
7 0.535908
8 0.643836
9 0.749857
10 0.862637
11 0.935915
12 1.03009
13 1.17296
14 1.26444
15 1.36158
16 1.45698
17 1.55432
18 1.66064
19 1.75504
