0 0.0059182
1 0.00556988
2 0.00582038
3 0.00647292
4 0.00598019
5 0.00674179
6 0.00654332
7 0.00692193
8 0.00654363
9 0.00612673
10 0.00652878
11 0.00636926
12 0.00606168
13 0.00635748
14 0.00605566
15 0.00643895
16 0.00620417
17 0.0063224
18 0.00606448
19 0.00659087
