0 0.134857
1 0.408
2 0.680197
3 0.950218
4 1.22117
5 1.49028
6 1.76019
7 2.03176
8 2.30503
9 2.5764
10 2.8402
11 2.92758
12 2.92842
13 2.93009
14 2.92973
15 2.92649
16 2.92629
17 2.92557
18 2.92784
19 2.92734
