0 0.280768
1 0.914802
2 1.5498
3 2.20819
4 2.83984
5 3.47285
6 4.09897
7 4.27612
8 4.19067
9 4.06447
10 3.94174
11 3.99557
12 4.02189
13 3.93952
14 3.98399
15 3.9313
16 3.93081
17 4.03301
18 4.00383
19 3.9845
